"year","zone","rooms","measure","value"
"2007","S01002092","3.0","Count",47
"2008","S01002092","3.0","Count",54
"2011","S01002092","3.0","Count",59
"2006","S01002092","3.0","Count",31
"2009","S01002092","3.0","Count",59
"2011","S01002092","4.0","Count",93
"2006","S01002092","4.0","Count",87
"2013","S01002092","4.0","Count",91
"2012","S01002092","4.0","Count",93
"2010","S01002092","4.0","Count",93
"2009","S01002092","4.0","Count",93
"2007","S01002092","4.0","Count",89
"2008","S01002092","4.0","Count",93
"2011","S01002092","10+","Ratio","1.81"
"2012","S01002092","10+","Ratio","1.81"
"2008","S01002092","10+","Ratio","1.85"
"2009","S01002092","10+","Ratio","1.81"
"2007","S01002092","10+","Ratio","1.92"
"2010","S01002092","10+","Ratio","1.81"
"2013","S01002092","10+","Ratio","1.81"
"2006","S01002092","10+","Ratio","2.03"
"2009","S01002092","1-3","Ratio","15.76"
"2013","S01002092","1-3","Ratio","15.76"
"2012","S01002092","1-3","Ratio","15.76"
"2007","S01002092","1-3","Ratio","12.88"
"2006","S01002092","1-3","Ratio","9.01"
"2011","S01002092","1-3","Ratio","15.76"
"2010","S01002092","1-3","Ratio","15.76"
"2008","S01002092","1-3","Ratio","14.51"
"2007","S01002092","4-6","Ratio","52.33"
"2010","S01002092","4-6","Ratio","51.16"
"2008","S01002092","4-6","Ratio","51.72"
"2011","S01002092","4-6","Ratio","51.16"
"2006","S01002092","4-6","Ratio","54.36"
"2012","S01002092","4-6","Ratio","51.16"
"2009","S01002092","4-6","Ratio","51.16"
"2013","S01002092","4-6","Ratio","50.9"
"2008","S01002092","7-9","Ratio","31.93"
"2007","S01002092","7-9","Ratio","32.88"
"2009","S01002092","7-9","Ratio","31.27"
"2013","S01002092","7-9","Ratio","31.52"
"2010","S01002092","7-9","Ratio","31.27"
"2011","S01002092","7-9","Ratio","31.27"
"2006","S01002092","7-9","Ratio","34.59"
"2012","S01002092","7-9","Ratio","31.27"
"2006","S01002092","Unknown","Ratio",0
"2010","S01002092","Unknown","Ratio",0
"2012","S01002092","Unknown","Ratio",0
"2007","S01002092","Unknown","Ratio",0
"2008","S01002092","Unknown","Ratio",0
"2011","S01002092","Unknown","Ratio",0
"2009","S01002092","Unknown","Ratio",0
"2013","S01002092","Unknown","Ratio",0
"2007","S01002093","Median","Count",3
"2008","S01002093","5.0","Count",45
"2013","S01002093","5.0","Count",46
"2006","S01002093","5.0","Count",43
"2011","S01002093","5.0","Count",45
"2009","S01002093","5.0","Count",45
"2012","S01002093","5.0","Count",45
"2010","S01002093","5.0","Count",45
"2007","S01002093","5.0","Count",45
"2010","S01002093","6.0","Count",38
"2013","S01002093","6.0","Count",38
"2006","S01002093","6.0","Count",31
"2009","S01002093","6.0","Count",38
"2008","S01002093","6.0","Count",38
"2011","S01002093","6.0","Count",38
"2007","S01002093","6.0","Count",38
"2012","S01002093","6.0","Count",38
"2009","S01002093","7.0","Count",1
"2007","S01002093","7.0","Count",1
"2010","S01002093","7.0","Count",1
"2011","S01002093","7.0","Count",1
"2006","S01002093","7.0","Count",1
"2013","S01002093","7.0","Count",1
"2012","S01002093","7.0","Count",1
"2008","S01002093","7.0","Count",1
"2013","S01002093","8.0","Count",2
"2011","S01002093","8.0","Count",2
"2008","S01002093","8.0","Count",2
"2012","S01002093","8.0","Count",2
"2006","S01002093","8.0","Count",2
"2009","S01002093","8.0","Count",2
"2007","S01002093","8.0","Count",2
"2010","S01002093","8.0","Count",2
"2011","S01002093","9.0","Count",1
"2006","S01002093","9.0","Count",1
"2010","S01002093","9.0","Count",1
"2009","S01002093","9.0","Count",1
"2007","S01002093","9.0","Count",1
"2008","S01002093","9.0","Count",1
"2013","S01002093","9.0","Count",1
"2012","S01002093","9.0","Count",1
"2006","S01002093","Unknown","Count",22
"2007","S01002093","Unknown","Count",1
"2008","S01002093","Unknown","Count",1
"2009","S01002093","Unknown","Count",1
"2010","S01002093","Unknown","Count",1
"2011","S01002093","Unknown","Count",1
"2012","S01002093","Unknown","Count",1
"2013","S01002093","Unknown","Count",1
"2008","S01002093","1.0","Count",58
"2006","S01002093","1.0","Count",29
"2007","S01002093","1.0","Count",58
"2012","S01002093","1.0","Count",58
"2013","S01002093","1.0","Count",57
"2010","S01002093","1.0","Count",58
"2009","S01002093","1.0","Count",58
"2011","S01002093","1.0","Count",58
"2012","S01002093","2.0","Count",138
"2006","S01002093","2.0","Count",131
"2009","S01002093","2.0","Count",140
"2011","S01002093","2.0","Count",139
"2008","S01002093","2.0","Count",139
"2013","S01002093","2.0","Count",137
"2007","S01002093","2.0","Count",139
"2010","S01002093","2.0","Count",139
"2012","S01002093","3.0","Count",165
"2013","S01002093","3.0","Count",164
"2010","S01002093","3.0","Count",166
"2007","S01002093","3.0","Count",168
"2008","S01002093","3.0","Count",166
"2011","S01002093","3.0","Count",165
"2006","S01002093","3.0","Count",203
"2009","S01002093","3.0","Count",166
"2011","S01002093","4.0","Count",91
"2006","S01002093","4.0","Count",100
"2013","S01002093","4.0","Count",88
"2012","S01002093","4.0","Count",90
"2010","S01002093","4.0","Count",90
"2009","S01002093","4.0","Count",90
"2007","S01002093","4.0","Count",88
"2008","S01002093","4.0","Count",89
"2011","S01002093","10+","Ratio",0
"2012","S01002093","10+","Ratio",0
"2008","S01002093","10+","Ratio",0
"2009","S01002093","10+","Ratio",0
"2007","S01002093","10+","Ratio",0
"2010","S01002093","10+","Ratio",0
"2013","S01002093","10+","Ratio",0
"2006","S01002093","10+","Ratio","4.23"
"2009","S01002093","1-3","Ratio","67.16"
"2013","S01002093","1-3","Ratio","66.92"
"2012","S01002093","1-3","Ratio","66.98"
"2007","S01002093","1-3","Ratio","67.47"
"2006","S01002093","1-3","Ratio","64.02"
"2011","S01002093","1-3","Ratio","66.91"
"2010","S01002093","1-3","Ratio","67.1"
"2008","S01002093","1-3","Ratio","67.22"
"2007","S01002093","4-6","Ratio","31.61"
"2010","S01002093","4-6","Ratio","31.98"
"2008","S01002093","4-6","Ratio","31.85"
"2011","S01002093","4-6","Ratio","32.16"
"2006","S01002093","4-6","Ratio","30.69"
"2012","S01002093","4-6","Ratio","32.1"
"2009","S01002093","4-6","Ratio","31.92"
"2013","S01002093","4-6","Ratio","32.15"
"2008","S01002093","7-9","Ratio","0.74"
"2007","S01002093","7-9","Ratio","0.74"
"2009","S01002093","7-9","Ratio","0.74"
"2013","S01002093","7-9","Ratio","0.75"
"2010","S01002093","7-9","Ratio","0.74"
"2011","S01002093","7-9","Ratio","0.74"
"2006","S01002093","7-9","Ratio","0.71"
"2012","S01002093","7-9","Ratio","0.74"
"2006","S01002093","Unknown","Ratio","0.35"
"2010","S01002093","Unknown","Ratio","0.18"
"2012","S01002093","Unknown","Ratio","0.19"
"2007","S01002093","Unknown","Ratio","0.18"
"2008","S01002093","Unknown","Ratio","0.19"
"2011","S01002093","Unknown","Ratio","0.18"
"2009","S01002093","Unknown","Ratio","0.18"
"2013","S01002093","Unknown","Ratio","0.19"
"2007","S01002094","Median","Count",3
"2008","S01002094","5.0","Count",70
"2013","S01002094","5.0","Count",69
"2006","S01002094","5.0","Count",70
"2011","S01002094","5.0","Count",69
"2009","S01002094","5.0","Count",70
"2012","S01002094","5.0","Count",69
"2010","S01002094","5.0","Count",70
"2007","S01002094","5.0","Count",70
"2010","S01002094","6.0","Count",21
"2013","S01002094","6.0","Count",22
"2006","S01002094","6.0","Count",21
"2009","S01002094","6.0","Count",21
"2008","S01002094","6.0","Count",21
"2011","S01002094","6.0","Count",22
"2007","S01002094","6.0","Count",21
"2012","S01002094","6.0","Count",22
"2009","S01002094","7.0","Count",6
"2007","S01002094","7.0","Count",5
"2010","S01002094","7.0","Count",6
"2011","S01002094","7.0","Count",6
"2006","S01002094","7.0","Count",5
"2013","S01002094","7.0","Count",6
"2012","S01002094","7.0","Count",6
"2008","S01002094","7.0","Count",5
"2013","S01002094","8.0","Count",2
"2011","S01002094","8.0","Count",2
"2008","S01002094","8.0","Count",1
"2012","S01002094","8.0","Count",2
"2006","S01002094","8.0","Count",1
"2009","S01002094","8.0","Count",1
"2007","S01002094","8.0","Count",1
"2010","S01002094","8.0","Count",1
"2011","S01002094","9.0","Count",0
"2006","S01002094","9.0","Count",0
"2010","S01002094","9.0","Count",0
"2009","S01002094","9.0","Count",0
"2007","S01002094","9.0","Count",0
"2008","S01002094","9.0","Count",0
"2013","S01002094","9.0","Count",0
"2012","S01002094","9.0","Count",0
"2006","S01002094","Unknown","Count",0
"2007","S01002094","Unknown","Count",0
"2008","S01002094","Unknown","Count",0
"2009","S01002094","Unknown","Count",0
"2010","S01002094","Unknown","Count",0
"2011","S01002094","Unknown","Count",0
"2012","S01002094","Unknown","Count",0
"2013","S01002094","Unknown","Count",0
"2008","S01002094","1.0","Count",1
"2006","S01002094","1.0","Count",1
"2007","S01002094","1.0","Count",1
"2012","S01002094","1.0","Count",1
"2013","S01002094","1.0","Count",1
"2010","S01002094","1.0","Count",1
"2009","S01002094","1.0","Count",1
"2011","S01002094","1.0","Count",1
"2012","S01002094","2.0","Count",38
"2006","S01002094","2.0","Count",38
"2009","S01002094","2.0","Count",38
"2011","S01002094","2.0","Count",38
"2008","S01002094","2.0","Count",38
"2013","S01002094","2.0","Count",38
"2007","S01002094","2.0","Count",38
"2010","S01002094","2.0","Count",38
"2012","S01002094","3.0","Count",204
"2013","S01002094","3.0","Count",204
"2010","S01002094","3.0","Count",204
"2007","S01002094","3.0","Count",205
"2008","S01002094","3.0","Count",204
"2011","S01002094","3.0","Count",204
"2006","S01002094","3.0","Count",205
"2009","S01002094","3.0","Count",204
"2011","S01002094","4.0","Count",29
"2006","S01002094","4.0","Count",29
"2013","S01002094","4.0","Count",28
"2012","S01002094","4.0","Count",29
"2010","S01002094","4.0","Count",29
"2009","S01002094","4.0","Count",29
"2007","S01002094","4.0","Count",29
"2008","S01002094","4.0","Count",30
"2011","S01002094","10+","Ratio",0
"2012","S01002094","10+","Ratio",0
"2008","S01002094","10+","Ratio",0
"2009","S01002094","10+","Ratio",0
"2007","S01002094","10+","Ratio",0
"2010","S01002094","10+","Ratio",0
"2013","S01002094","10+","Ratio",0
"2006","S01002094","10+","Ratio",0
"2009","S01002094","1-3","Ratio","65.68"
"2013","S01002094","1-3","Ratio","65.68"
"2012","S01002094","1-3","Ratio","65.5"
"2007","S01002094","1-3","Ratio","65.95"
"2006","S01002094","1-3","Ratio","65.95"
"2011","S01002094","1-3","Ratio","65.5"
"2010","S01002094","1-3","Ratio","65.68"
"2008","S01002094","1-3","Ratio","65.68"
"2007","S01002094","4-6","Ratio","32.43"
"2010","S01002094","4-6","Ratio","32.43"
"2008","S01002094","4-6","Ratio","32.7"
"2011","S01002094","4-6","Ratio","32.35"
"2006","S01002094","4-6","Ratio","32.43"
"2012","S01002094","4-6","Ratio","32.35"
"2009","S01002094","4-6","Ratio","32.43"
"2013","S01002094","4-6","Ratio","32.16"
"2008","S01002094","7-9","Ratio","1.62"
"2007","S01002094","7-9","Ratio","1.62"
"2009","S01002094","7-9","Ratio","1.89"
"2013","S01002094","7-9","Ratio","2.16"
"2010","S01002094","7-9","Ratio","1.89"
"2011","S01002094","7-9","Ratio","2.16"
"2006","S01002094","7-9","Ratio","1.62"
"2012","S01002094","7-9","Ratio","2.16"
"2006","S01002094","Unknown","Ratio",0
"2010","S01002094","Unknown","Ratio",0
"2012","S01002094","Unknown","Ratio",0
"2007","S01002094","Unknown","Ratio",0
"2008","S01002094","Unknown","Ratio",0
"2011","S01002094","Unknown","Ratio",0
"2009","S01002094","Unknown","Ratio",0
"2013","S01002094","Unknown","Ratio",0
"2007","S01002095","Median","Count",5
"2008","S01002095","5.0","Count",95
"2013","S01002095","5.0","Count",96
"2006","S01002095","5.0","Count",95
"2011","S01002095","5.0","Count",97
"2009","S01002095","5.0","Count",98
"2012","S01002095","5.0","Count",97
"2010","S01002095","5.0","Count",98
"2007","S01002095","5.0","Count",95
"2010","S01002095","6.0","Count",36
"2013","S01002095","6.0","Count",37
"2006","S01002095","6.0","Count",36
"2009","S01002095","6.0","Count",36
"2008","S01002095","6.0","Count",36
"2011","S01002095","6.0","Count",37
"2007","S01002095","6.0","Count",36
"2012","S01002095","6.0","Count",37
"2009","S01002095","7.0","Count",12
"2007","S01002095","7.0","Count",11
"2010","S01002095","7.0","Count",12
"2011","S01002095","7.0","Count",12
"2006","S01002095","7.0","Count",10
"2013","S01002095","7.0","Count",14
"2012","S01002095","7.0","Count",13
"2008","S01002095","7.0","Count",11
"2013","S01002095","8.0","Count",15
"2011","S01002095","8.0","Count",14
"2008","S01002095","8.0","Count",9
"2012","S01002095","8.0","Count",14
"2006","S01002095","8.0","Count",9
"2009","S01002095","8.0","Count",10
"2007","S01002095","8.0","Count",9
"2010","S01002095","8.0","Count",12
"2011","S01002095","9.0","Count",0
"2006","S01002095","9.0","Count",0
"2010","S01002095","9.0","Count",0
"2009","S01002095","9.0","Count",0
"2007","S01002095","9.0","Count",0
"2008","S01002095","9.0","Count",0
"2013","S01002095","9.0","Count",0
"2012","S01002095","9.0","Count",0
"2006","S01002095","Unknown","Count",3
"2007","S01002095","Unknown","Count",0
"2008","S01002095","Unknown","Count",0
"2009","S01002095","Unknown","Count",0
"2010","S01002095","Unknown","Count",0
"2011","S01002095","Unknown","Count",0
"2012","S01002095","Unknown","Count",0
"2013","S01002095","Unknown","Count",0
"2008","S01002095","1.0","Count",1
"2006","S01002095","1.0","Count",0
"2007","S01002095","1.0","Count",0
"2012","S01002095","1.0","Count",0
"2013","S01002095","1.0","Count",1
"2010","S01002095","1.0","Count",1
"2009","S01002095","1.0","Count",1
"2011","S01002095","1.0","Count",0
"2012","S01002095","2.0","Count",25
"2006","S01002095","2.0","Count",27
"2009","S01002095","2.0","Count",26
"2011","S01002095","2.0","Count",25
"2008","S01002095","2.0","Count",26
"2013","S01002095","2.0","Count",25
"2007","S01002095","2.0","Count",27
"2010","S01002095","2.0","Count",26
"2012","S01002095","3.0","Count",32
"2013","S01002095","3.0","Count",30
"2010","S01002095","3.0","Count",32
"2007","S01002095","3.0","Count",27
"2008","S01002095","3.0","Count",27
"2011","S01002095","3.0","Count",32
"2006","S01002095","3.0","Count",27
"2009","S01002095","3.0","Count",29
"2011","S01002095","4.0","Count",53
"2006","S01002095","4.0","Count",53
"2013","S01002095","4.0","Count",53
"2012","S01002095","4.0","Count",53
"2010","S01002095","4.0","Count",53
"2009","S01002095","4.0","Count",53
"2007","S01002095","4.0","Count",54
"2008","S01002095","4.0","Count",54
"2011","S01002095","10+","Ratio","4.93"
"2012","S01002095","10+","Ratio","5.24"
"2008","S01002095","10+","Ratio","5.13"
"2009","S01002095","10+","Ratio","5.02"
"2007","S01002095","10+","Ratio","5.13"
"2010","S01002095","10+","Ratio","4.93"
"2013","S01002095","10+","Ratio","5.24"
"2006","S01002095","10+","Ratio","4.06"
"2009","S01002095","1-3","Ratio","20.07"
"2013","S01002095","1-3","Ratio","19.58"
"2012","S01002095","1-3","Ratio","19.93"
"2007","S01002095","1-3","Ratio","19.78"
"2006","S01002095","1-3","Ratio","19.93"
"2011","S01002095","1-3","Ratio","20.07"
"2010","S01002095","1-3","Ratio","20.77"
"2008","S01002095","1-3","Ratio","19.78"
"2007","S01002095","4-6","Ratio","67.77"
"2010","S01002095","4-6","Ratio","65.85"
"2008","S01002095","4-6","Ratio","67.77"
"2011","S01002095","4-6","Ratio","65.85"
"2006","S01002095","4-6","Ratio","67.9"
"2012","S01002095","4-6","Ratio","65.38"
"2009","S01002095","4-6","Ratio","67.03"
"2013","S01002095","4-6","Ratio","65.03"
"2008","S01002095","7-9","Ratio","7.33"
"2007","S01002095","7-9","Ratio","7.33"
"2009","S01002095","7-9","Ratio","7.89"
"2013","S01002095","7-9","Ratio","10.14"
"2010","S01002095","7-9","Ratio","8.45"
"2011","S01002095","7-9","Ratio","9.15"
"2006","S01002095","7-9","Ratio","7.01"
"2012","S01002095","7-9","Ratio","9.44"
"2006","S01002095","Unknown","Ratio","1.11"
"2010","S01002095","Unknown","Ratio",0
"2012","S01002095","Unknown","Ratio",0
"2007","S01002095","Unknown","Ratio",0
"2008","S01002095","Unknown","Ratio",0
"2011","S01002095","Unknown","Ratio",0
"2009","S01002095","Unknown","Ratio",0
"2013","S01002095","Unknown","Ratio",0
"2007","S01002096","Median","Count",5
"2008","S01002096","5.0","Count",107
"2013","S01002096","5.0","Count",112
"2006","S01002096","5.0","Count",106
"2011","S01002096","5.0","Count",110
"2009","S01002096","5.0","Count",115
"2012","S01002096","5.0","Count",111
"2010","S01002096","5.0","Count",109
"2007","S01002096","5.0","Count",107
"2010","S01002096","6.0","Count",115
"2013","S01002096","6.0","Count",116
"2006","S01002096","6.0","Count",81
"2009","S01002096","6.0","Count",111
"2008","S01002096","6.0","Count",86
"2011","S01002096","6.0","Count",115
"2007","S01002096","6.0","Count",92
"2012","S01002096","6.0","Count",115
"2009","S01002096","7.0","Count",73
"2007","S01002096","7.0","Count",66
"2010","S01002096","7.0","Count",89
"2011","S01002096","7.0","Count",96
"2006","S01002096","7.0","Count",63
"2013","S01002096","7.0","Count",95
"2012","S01002096","7.0","Count",97
"2008","S01002096","7.0","Count",69
"2013","S01002096","8.0","Count",38
"2011","S01002096","8.0","Count",37
"2008","S01002096","8.0","Count",24
"2012","S01002096","8.0","Count",37
"2006","S01002096","8.0","Count",15
"2009","S01002096","8.0","Count",29
"2007","S01002096","8.0","Count",23
"2010","S01002096","8.0","Count",37
"2011","S01002096","9.0","Count",11
"2006","S01002096","9.0","Count",3
"2010","S01002096","9.0","Count",11
"2009","S01002096","9.0","Count",8
"2007","S01002096","9.0","Count",6
"2008","S01002096","9.0","Count",6
"2013","S01002096","9.0","Count",11
"2012","S01002096","9.0","Count",11
"2006","S01002096","Unknown","Count",1
"2007","S01002096","Unknown","Count",0
"2008","S01002096","Unknown","Count",0
"2009","S01002096","Unknown","Count",0
"2010","S01002096","Unknown","Count",0
"2011","S01002096","Unknown","Count",0
"2012","S01002096","Unknown","Count",0
"2013","S01002096","Unknown","Count",0
"2008","S01002096","1.0","Count",0
"2006","S01002096","1.0","Count",0
"2007","S01002096","1.0","Count",0
"2012","S01002096","1.0","Count",0
"2013","S01002096","1.0","Count",0
"2010","S01002096","1.0","Count",0
"2009","S01002096","1.0","Count",0
"2011","S01002096","1.0","Count",0
"2012","S01002096","2.0","Count",17
"2006","S01002096","2.0","Count",0
"2009","S01002096","2.0","Count",9
"2011","S01002096","2.0","Count",15
"2008","S01002096","2.0","Count",5
"2013","S01002096","2.0","Count",21
"2007","S01002096","2.0","Count",0
"2010","S01002096","2.0","Count",13
"2012","S01002096","3.0","Count",91
"2013","S01002096","3.0","Count",142
"2010","S01002096","3.0","Count",53
"2007","S01002096","3.0","Count",14
"2008","S01002096","3.0","Count",25
"2011","S01002096","3.0","Count",65
"2006","S01002096","3.0","Count",14
"2009","S01002096","3.0","Count",38
"2011","S01002096","4.0","Count",117
"2006","S01002096","4.0","Count",92
"2013","S01002096","4.0","Count",139
"2012","S01002096","4.0","Count",127
"2010","S01002096","4.0","Count",109
"2009","S01002096","4.0","Count",103
"2007","S01002096","4.0","Count",90
"2008","S01002096","4.0","Count",98
"2011","S01002096","10+","Ratio","0.35"
"2012","S01002096","10+","Ratio","0.33"
"2008","S01002096","10+","Ratio","0.47"
"2009","S01002096","10+","Ratio","0.41"
"2007","S01002096","10+","Ratio","0.25"
"2010","S01002096","10+","Ratio","0.37"
"2013","S01002096","10+","Ratio","0.3"
"2006","S01002096","10+","Ratio","0.27"
"2009","S01002096","1-3","Ratio","9.63"
"2013","S01002096","1-3","Ratio","24.11"
"2012","S01002096","1-3","Ratio","17.76"
"2007","S01002096","1-3","Ratio","3.51"
"2006","S01002096","1-3","Ratio","3.72"
"2011","S01002096","1-3","Ratio","14.08"
"2010","S01002096","1-3","Ratio","12.27"
"2008","S01002096","1-3","Ratio","7.11"
"2007","S01002096","4-6","Ratio","72.43"
"2010","S01002096","4-6","Ratio","61.9"
"2008","S01002096","4-6","Ratio","68.96"
"2011","S01002096","4-6","Ratio","60.21"
"2006","S01002096","4-6","Ratio","74.2"
"2012","S01002096","4-6","Ratio","58.06"
"2009","S01002096","4-6","Ratio","67.42"
"2013","S01002096","4-6","Ratio","54.29"
"2008","S01002096","7-9","Ratio","23.46"
"2007","S01002096","7-9","Ratio","23.81"
"2009","S01002096","7-9","Ratio","22.54"
"2013","S01002096","7-9","Ratio","21.3"
"2010","S01002096","7-9","Ratio","25.46"
"2011","S01002096","7-9","Ratio","25.35"
"2006","S01002096","7-9","Ratio","21.54"
"2012","S01002096","7-9","Ratio","23.85"
"2006","S01002096","Unknown","Ratio","0.27"
"2010","S01002096","Unknown","Ratio",0
"2012","S01002096","Unknown","Ratio",0
"2007","S01002096","Unknown","Ratio",0
"2008","S01002096","Unknown","Ratio",0
"2011","S01002096","Unknown","Ratio",0
"2009","S01002096","Unknown","Ratio",0
"2013","S01002096","Unknown","Ratio",0
"2007","S01002097","Median","Count",4
"2008","S01002097","5.0","Count",89
"2013","S01002097","5.0","Count",90
"2006","S01002097","5.0","Count",87
"2011","S01002097","5.0","Count",90
"2009","S01002097","5.0","Count",89
"2012","S01002097","5.0","Count",90
"2010","S01002097","5.0","Count",89
"2007","S01002097","5.0","Count",87
"2010","S01002097","6.0","Count",48
"2013","S01002097","6.0","Count",49
"2006","S01002097","6.0","Count",44
"2009","S01002097","6.0","Count",47
"2008","S01002097","6.0","Count",45
"2011","S01002097","6.0","Count",48
"2007","S01002097","6.0","Count",44
"2012","S01002097","6.0","Count",50
"2009","S01002097","7.0","Count",16
"2007","S01002097","7.0","Count",15
"2010","S01002097","7.0","Count",19
"2011","S01002097","7.0","Count",19
"2006","S01002097","7.0","Count",15
"2013","S01002097","7.0","Count",19
"2012","S01002097","7.0","Count",19
"2008","S01002097","7.0","Count",16
"2013","S01002097","8.0","Count",1
"2011","S01002097","8.0","Count",1
"2008","S01002097","8.0","Count",1
"2012","S01002097","8.0","Count",1
"2006","S01002097","8.0","Count",1
"2009","S01002097","8.0","Count",1
"2007","S01002097","8.0","Count",1
"2010","S01002097","8.0","Count",1
"2011","S01002097","9.0","Count",1
"2006","S01002097","9.0","Count",0
"2010","S01002097","9.0","Count",1
"2009","S01002097","9.0","Count",1
"2007","S01002097","9.0","Count",1
"2008","S01002097","9.0","Count",1
"2013","S01002097","9.0","Count",2
"2012","S01002097","9.0","Count",1
"2006","S01002097","Unknown","Count",0
"2007","S01002097","Unknown","Count",0
"2008","S01002097","Unknown","Count",0
"2009","S01002097","Unknown","Count",0
"2010","S01002097","Unknown","Count",0
"2011","S01002097","Unknown","Count",0
"2012","S01002097","Unknown","Count",0
"2013","S01002097","Unknown","Count",0
"2008","S01002097","1.0","Count",0
"2006","S01002097","1.0","Count",0
"2007","S01002097","1.0","Count",0
"2012","S01002097","1.0","Count",0
"2013","S01002097","1.0","Count",0
"2010","S01002097","1.0","Count",0
"2009","S01002097","1.0","Count",0
"2011","S01002097","1.0","Count",0
"2012","S01002097","2.0","Count",0
"2006","S01002097","2.0","Count",0
"2009","S01002097","2.0","Count",0
"2011","S01002097","2.0","Count",0
"2008","S01002097","2.0","Count",0
"2013","S01002097","2.0","Count",0
"2007","S01002097","2.0","Count",0
"2010","S01002097","2.0","Count",0
"2012","S01002097","3.0","Count",29
"2013","S01002097","3.0","Count",29
"2010","S01002097","3.0","Count",30
"2007","S01002097","3.0","Count",32
"2008","S01002097","3.0","Count",30
"2011","S01002097","3.0","Count",30
"2006","S01002097","3.0","Count",31
"2009","S01002097","3.0","Count",30
"2011","S01002097","4.0","Count",119
"2006","S01002097","4.0","Count",130
"2013","S01002097","4.0","Count",118
"2012","S01002097","4.0","Count",118
"2010","S01002097","4.0","Count",119
"2009","S01002097","4.0","Count",123
"2007","S01002097","4.0","Count",128
"2008","S01002097","4.0","Count",125
"2011","S01002097","10+","Ratio",0
"2012","S01002097","10+","Ratio",0
"2008","S01002097","10+","Ratio",0
"2009","S01002097","10+","Ratio",0
"2007","S01002097","10+","Ratio",0
"2010","S01002097","10+","Ratio",0
"2013","S01002097","10+","Ratio",0
"2006","S01002097","10+","Ratio",0
"2009","S01002097","1-3","Ratio","9.77"
"2013","S01002097","1-3","Ratio","9.42"
"2012","S01002097","1-3","Ratio","9.42"
"2007","S01002097","1-3","Ratio","10.39"
"2006","S01002097","1-3","Ratio","10.06"
"2011","S01002097","1-3","Ratio","9.74"
"2010","S01002097","1-3","Ratio","9.77"
"2008","S01002097","1-3","Ratio","9.77"
"2007","S01002097","4-6","Ratio","84.09"
"2010","S01002097","4-6","Ratio","83.39"
"2008","S01002097","4-6","Ratio","84.36"
"2011","S01002097","4-6","Ratio","83.44"
"2006","S01002097","4-6","Ratio","84.74"
"2012","S01002097","4-6","Ratio","83.77"
"2009","S01002097","4-6","Ratio","84.36"
"2013","S01002097","4-6","Ratio","83.44"
"2008","S01002097","7-9","Ratio","5.86"
"2007","S01002097","7-9","Ratio","5.52"
"2009","S01002097","7-9","Ratio","5.86"
"2013","S01002097","7-9","Ratio","7.14"
"2010","S01002097","7-9","Ratio","6.84"
"2011","S01002097","7-9","Ratio","6.82"
"2006","S01002097","7-9","Ratio","5.19"
"2012","S01002097","7-9","Ratio","6.82"
"2006","S01002097","Unknown","Ratio",0
"2010","S01002097","Unknown","Ratio",0
"2012","S01002097","Unknown","Ratio",0
"2007","S01002097","Unknown","Ratio",0
"2008","S01002097","Unknown","Ratio",0
"2011","S01002097","Unknown","Ratio",0
"2009","S01002097","Unknown","Ratio",0
"2013","S01002097","Unknown","Ratio",0
"2007","S01002098","Median","Count",4
"2008","S01002098","5.0","Count",95
"2013","S01002098","5.0","Count",95
"2006","S01002098","5.0","Count",95
"2011","S01002098","5.0","Count",95
"2009","S01002098","5.0","Count",95
"2012","S01002098","5.0","Count",95
"2010","S01002098","5.0","Count",95
"2007","S01002098","5.0","Count",94
"2010","S01002098","6.0","Count",44
"2013","S01002098","6.0","Count",45
"2006","S01002098","6.0","Count",44
"2009","S01002098","6.0","Count",44
"2008","S01002098","6.0","Count",44
"2011","S01002098","6.0","Count",45
"2007","S01002098","6.0","Count",44
"2012","S01002098","6.0","Count",45
"2009","S01002098","7.0","Count",8
"2007","S01002098","7.0","Count",8
"2010","S01002098","7.0","Count",8
"2011","S01002098","7.0","Count",8
"2006","S01002098","7.0","Count",8
"2013","S01002098","7.0","Count",8
"2012","S01002098","7.0","Count",8
"2008","S01002098","7.0","Count",8
"2013","S01002098","8.0","Count",2
"2011","S01002098","8.0","Count",2
"2008","S01002098","8.0","Count",2
"2012","S01002098","8.0","Count",2
"2006","S01002098","8.0","Count",1
"2009","S01002098","8.0","Count",2
"2007","S01002098","8.0","Count",2
"2010","S01002098","8.0","Count",2
"2011","S01002098","9.0","Count",0
"2006","S01002098","9.0","Count",0
"2010","S01002098","9.0","Count",0
"2009","S01002098","9.0","Count",0
"2007","S01002098","9.0","Count",0
"2008","S01002098","9.0","Count",0
"2013","S01002098","9.0","Count",0
"2012","S01002098","9.0","Count",0
"2006","S01002098","Unknown","Count",0
"2007","S01002098","Unknown","Count",0
"2008","S01002098","Unknown","Count",0
"2009","S01002098","Unknown","Count",0
"2010","S01002098","Unknown","Count",0
"2011","S01002098","Unknown","Count",0
"2012","S01002098","Unknown","Count",0
"2013","S01002098","Unknown","Count",0
"2008","S01002098","1.0","Count",0
"2006","S01002098","1.0","Count",0
"2007","S01002098","1.0","Count",0
"2012","S01002098","1.0","Count",0
"2013","S01002098","1.0","Count",0
"2010","S01002098","1.0","Count",0
"2009","S01002098","1.0","Count",0
"2011","S01002098","1.0","Count",0
"2012","S01002098","2.0","Count",87
"2006","S01002098","2.0","Count",87
"2009","S01002098","2.0","Count",87
