"year","zone","rooms","measure","value"
"2011","S01002098","2.0","Count",87
"2008","S01002098","2.0","Count",87
"2013","S01002098","2.0","Count",87
"2007","S01002098","2.0","Count",87
"2010","S01002098","2.0","Count",87
"2012","S01002098","3.0","Count",46
"2013","S01002098","3.0","Count",46
"2010","S01002098","3.0","Count",46
"2007","S01002098","3.0","Count",46
"2008","S01002098","3.0","Count",46
"2011","S01002098","3.0","Count",46
"2006","S01002098","3.0","Count",47
"2009","S01002098","3.0","Count",46
"2011","S01002098","4.0","Count",74
"2006","S01002098","4.0","Count",75
"2013","S01002098","4.0","Count",74
"2012","S01002098","4.0","Count",74
"2010","S01002098","4.0","Count",75
"2009","S01002098","4.0","Count",75
"2007","S01002098","4.0","Count",76
"2008","S01002098","4.0","Count",75
"2011","S01002098","10+","Ratio",0
"2012","S01002098","10+","Ratio",0
"2008","S01002098","10+","Ratio",0
"2009","S01002098","10+","Ratio",0
"2007","S01002098","10+","Ratio",0
"2010","S01002098","10+","Ratio",0
"2013","S01002098","10+","Ratio",0
"2006","S01002098","10+","Ratio",0
"2009","S01002098","1-3","Ratio","37.25"
"2013","S01002098","1-3","Ratio","37.25"
"2012","S01002098","1-3","Ratio","37.25"
"2007","S01002098","1-3","Ratio","37.25"
"2006","S01002098","1-3","Ratio","37.54"
"2011","S01002098","1-3","Ratio","37.25"
"2010","S01002098","1-3","Ratio","37.25"
"2008","S01002098","1-3","Ratio","37.25"
"2007","S01002098","4-6","Ratio","59.94"
"2010","S01002098","4-6","Ratio","59.94"
"2008","S01002098","4-6","Ratio","59.94"
"2011","S01002098","4-6","Ratio","59.94"
"2006","S01002098","4-6","Ratio","59.94"
"2012","S01002098","4-6","Ratio","59.94"
"2009","S01002098","4-6","Ratio","59.94"
"2013","S01002098","4-6","Ratio","59.94"
"2008","S01002098","7-9","Ratio","2.8"
"2007","S01002098","7-9","Ratio","2.8"
"2009","S01002098","7-9","Ratio","2.8"
"2013","S01002098","7-9","Ratio","2.8"
"2010","S01002098","7-9","Ratio","2.8"
"2011","S01002098","7-9","Ratio","2.8"
"2006","S01002098","7-9","Ratio","2.52"
"2012","S01002098","7-9","Ratio","2.8"
"2006","S01002098","Unknown","Ratio",0
"2010","S01002098","Unknown","Ratio",0
"2012","S01002098","Unknown","Ratio",0
"2007","S01002098","Unknown","Ratio",0
"2008","S01002098","Unknown","Ratio",0
"2011","S01002098","Unknown","Ratio",0
"2009","S01002098","Unknown","Ratio",0
"2013","S01002098","Unknown","Ratio",0
"2007","S01002099","Median","Count",4
"2008","S01002099","5.0","Count",41
"2013","S01002099","5.0","Count",40
"2006","S01002099","5.0","Count",35
"2011","S01002099","5.0","Count",41
"2009","S01002099","5.0","Count",41
"2012","S01002099","5.0","Count",41
"2010","S01002099","5.0","Count",41
"2007","S01002099","5.0","Count",38
"2010","S01002099","6.0","Count",57
"2013","S01002099","6.0","Count",58
"2006","S01002099","6.0","Count",58
"2009","S01002099","6.0","Count",57
"2008","S01002099","6.0","Count",57
"2011","S01002099","6.0","Count",57
"2007","S01002099","6.0","Count",58
"2012","S01002099","6.0","Count",57
"2009","S01002099","7.0","Count",18
"2007","S01002099","7.0","Count",18
"2010","S01002099","7.0","Count",18
"2011","S01002099","7.0","Count",18
"2006","S01002099","7.0","Count",18
"2013","S01002099","7.0","Count",18
"2012","S01002099","7.0","Count",18
"2008","S01002099","7.0","Count",18
"2013","S01002099","8.0","Count",6
"2011","S01002099","8.0","Count",6
"2008","S01002099","8.0","Count",6
"2012","S01002099","8.0","Count",6
"2006","S01002099","8.0","Count",6
"2009","S01002099","8.0","Count",6
"2007","S01002099","8.0","Count",6
"2010","S01002099","8.0","Count",6
"2011","S01002099","9.0","Count",3
"2006","S01002099","9.0","Count",3
"2010","S01002099","9.0","Count",3
"2009","S01002099","9.0","Count",3
"2007","S01002099","9.0","Count",3
"2008","S01002099","9.0","Count",3
"2013","S01002099","9.0","Count",3
"2012","S01002099","9.0","Count",2
"2006","S01002099","Unknown","Count",5
"2007","S01002099","Unknown","Count",0
"2008","S01002099","Unknown","Count",0
"2009","S01002099","Unknown","Count",0
"2010","S01002099","Unknown","Count",0
"2011","S01002099","Unknown","Count",0
"2012","S01002099","Unknown","Count",0
"2013","S01002099","Unknown","Count",0
"2008","S01002099","1.0","Count",1
"2006","S01002099","1.0","Count",1
"2007","S01002099","1.0","Count",1
"2012","S01002099","1.0","Count",2
"2013","S01002099","1.0","Count",2
"2010","S01002099","1.0","Count",3
"2009","S01002099","1.0","Count",2
"2011","S01002099","1.0","Count",2
"2012","S01002099","2.0","Count",31
"2006","S01002099","2.0","Count",34
"2009","S01002099","2.0","Count",34
"2011","S01002099","2.0","Count",33
"2008","S01002099","2.0","Count",35
"2013","S01002099","2.0","Count",28
"2007","S01002099","2.0","Count",35
"2010","S01002099","2.0","Count",35
"2012","S01002099","3.0","Count",126
"2013","S01002099","3.0","Count",129
"2010","S01002099","3.0","Count",128
"2007","S01002099","3.0","Count",128
"2008","S01002099","3.0","Count",125
"2011","S01002099","3.0","Count",128
"2006","S01002099","3.0","Count",126
"2009","S01002099","3.0","Count",126
"2011","S01002099","4.0","Count",141
"2006","S01002099","4.0","Count",136
"2013","S01002099","4.0","Count",139
"2012","S01002099","4.0","Count",140
"2010","S01002099","4.0","Count",141
"2009","S01002099","4.0","Count",140
"2007","S01002099","4.0","Count",137
"2008","S01002099","4.0","Count",137
"2011","S01002099","10+","Ratio","1.61"
"2012","S01002099","10+","Ratio","1.86"
"2008","S01002099","10+","Ratio","1.63"
"2009","S01002099","10+","Ratio","1.61"
"2007","S01002099","10+","Ratio","1.62"
"2010","S01002099","10+","Ratio","1.59"
"2013","S01002099","10+","Ratio","1.63"
"2006","S01002099","10+","Ratio","1.63"
"2009","S01002099","1-3","Ratio","37.33"
"2013","S01002099","1-3","Ratio","36.98"
"2012","S01002099","1-3","Ratio","36.89"
"2007","S01002099","1-3","Ratio","38.05"
"2006","S01002099","1-3","Ratio","37.53"
"2011","S01002099","1-3","Ratio","37.39"
"2010","S01002099","1-3","Ratio","37.81"
"2008","S01002099","1-3","Ratio","37.44"
"2007","S01002099","4-6","Ratio","54.06"
"2010","S01002099","4-6","Ratio","54.44"
"2008","S01002099","4-6","Ratio","54.65"
"2011","S01002099","4-6","Ratio","54.82"
"2006","S01002099","4-6","Ratio","53.38"
"2012","S01002099","4-6","Ratio","55.22"
"2009","S01002099","4-6","Ratio","54.84"
"2013","S01002099","4-6","Ratio","55.12"
"2008","S01002099","7-9","Ratio","6.28"
"2007","S01002099","7-9","Ratio","6.26"
"2009","S01002099","7-9","Ratio","6.22"
"2013","S01002099","7-9","Ratio","6.28"
"2010","S01002099","7-9","Ratio","6.15"
"2011","S01002099","7-9","Ratio","6.19"
"2006","S01002099","7-9","Ratio","6.29"
"2012","S01002099","7-9","Ratio","6.03"
"2006","S01002099","Unknown","Ratio","1.17"
"2010","S01002099","Unknown","Ratio",0
"2012","S01002099","Unknown","Ratio",0
"2007","S01002099","Unknown","Ratio",0
"2008","S01002099","Unknown","Ratio",0
"2011","S01002099","Unknown","Ratio",0
"2009","S01002099","Unknown","Ratio",0
"2013","S01002099","Unknown","Ratio",0
"2007","S01002100","Median","Count",4
"2008","S01002100","5.0","Count",36
"2013","S01002100","5.0","Count",40
"2011","S01002100","5.0","Count",37
"2009","S01002100","5.0","Count",36
"2012","S01002100","5.0","Count",39
"2006","S01002100","5.0","Count",34
"2010","S01002100","5.0","Count",36
"2007","S01002100","5.0","Count",35
"2007","S01002100","6.0","Count",15
"2013","S01002100","6.0","Count",15
"2009","S01002100","6.0","Count",15
"2006","S01002100","6.0","Count",15
"2008","S01002100","6.0","Count",15
"2011","S01002100","6.0","Count",14
"2010","S01002100","6.0","Count",14
"2012","S01002100","6.0","Count",14
"2009","S01002100","7.0","Count",16
"2007","S01002100","7.0","Count",15
"2010","S01002100","7.0","Count",16
"2011","S01002100","7.0","Count",16
"2006","S01002100","7.0","Count",15
"2013","S01002100","7.0","Count",16
"2012","S01002100","7.0","Count",16
"2008","S01002100","7.0","Count",15
"2013","S01002100","8.0","Count",9
"2011","S01002100","8.0","Count",9
"2008","S01002100","8.0","Count",8
"2012","S01002100","8.0","Count",9
"2006","S01002100","8.0","Count",7
"2009","S01002100","8.0","Count",8
"2007","S01002100","8.0","Count",7
"2010","S01002100","8.0","Count",9
"2011","S01002100","9.0","Count",0
"2006","S01002100","9.0","Count",0
"2010","S01002100","9.0","Count",0
"2009","S01002100","9.0","Count",0
"2007","S01002100","9.0","Count",0
"2008","S01002100","9.0","Count",0
"2013","S01002100","9.0","Count",0
"2012","S01002100","9.0","Count",0
"2006","S01002100","Unknown","Count",4
"2007","S01002100","Unknown","Count",0
"2008","S01002100","Unknown","Count",0
"2009","S01002100","Unknown","Count",0
"2010","S01002100","Unknown","Count",0
"2011","S01002100","Unknown","Count",0
"2012","S01002100","Unknown","Count",0
"2013","S01002100","Unknown","Count",0
"2008","S01002100","1.0","Count",1
"2006","S01002100","1.0","Count",1
"2007","S01002100","1.0","Count",1
"2012","S01002100","1.0","Count",1
"2013","S01002100","1.0","Count",1
"2010","S01002100","1.0","Count",1
"2009","S01002100","1.0","Count",1
"2011","S01002100","1.0","Count",1
"2012","S01002100","2.0","Count",27
"2006","S01002100","2.0","Count",28
"2009","S01002100","2.0","Count",28
"2011","S01002100","2.0","Count",28
"2008","S01002100","2.0","Count",28
"2013","S01002100","2.0","Count",27
"2007","S01002100","2.0","Count",28
"2010","S01002100","2.0","Count",28
"2012","S01002100","3.0","Count",80
"2013","S01002100","3.0","Count",81
"2010","S01002100","3.0","Count",81
"2007","S01002100","3.0","Count",81
"2008","S01002100","3.0","Count",81
"2011","S01002100","3.0","Count",80
"2006","S01002100","3.0","Count",79
"2009","S01002100","3.0","Count",81
"2009","S01002100","4.0","Count",84
"2006","S01002100","4.0","Count",85
"2013","S01002100","4.0","Count",82
"2012","S01002100","4.0","Count",84
"2010","S01002100","4.0","Count",84
"2007","S01002100","4.0","Count",86
"2011","S01002100","4.0","Count",84
"2008","S01002100","4.0","Count",84
"2006","S01002100","10+","Ratio","2.22"
"2008","S01002100","10+","Ratio","0.74"
"2009","S01002100","10+","Ratio","0.74"
"2007","S01002100","10+","Ratio","0.74"
"2010","S01002100","10+","Ratio","0.74"
"2013","S01002100","10+","Ratio","0.73"
"2011","S01002100","10+","Ratio","0.74"
"2012","S01002100","10+","Ratio","0.74"
"2009","S01002100","1-3","Ratio","40.59"
"2013","S01002100","1-3","Ratio","39.93"
"2012","S01002100","1-3","Ratio","39.71"
"2007","S01002100","1-3","Ratio","40.74"
"2006","S01002100","1-3","Ratio",40
"2011","S01002100","1-3","Ratio","40.22"
"2010","S01002100","1-3","Ratio","40.59"
"2008","S01002100","1-3","Ratio","40.74"
"2007","S01002100","4-6","Ratio","50.37"
"2010","S01002100","4-6","Ratio","49.45"
"2008","S01002100","4-6","Ratio",50
"2011","S01002100","4-6","Ratio","49.82"
"2006","S01002100","4-6","Ratio","49.63"
"2012","S01002100","4-6","Ratio","50.37"
"2009","S01002100","4-6","Ratio","49.82"
"2013","S01002100","4-6","Ratio","50.18"
"2008","S01002100","7-9","Ratio","8.52"
"2007","S01002100","7-9","Ratio","8.15"
"2009","S01002100","7-9","Ratio","8.86"
"2013","S01002100","7-9","Ratio","9.16"
"2010","S01002100","7-9","Ratio","9.23"
"2011","S01002100","7-9","Ratio","9.23"
"2006","S01002100","7-9","Ratio","8.15"
"2012","S01002100","7-9","Ratio","9.19"
"2006","S01002100","Unknown","Ratio",0
"2010","S01002100","Unknown","Ratio",0
"2012","S01002100","Unknown","Ratio",0
"2007","S01002100","Unknown","Ratio",0
"2008","S01002100","Unknown","Ratio",0
"2011","S01002100","Unknown","Ratio",0
"2009","S01002100","Unknown","Ratio",0
"2013","S01002100","Unknown","Ratio",0
"2007","S01002101","Median","Count",3
"2008","S01002101","5.0","Count",17
"2013","S01002101","5.0","Count",16
"2006","S01002101","5.0","Count",18
"2011","S01002101","5.0","Count",17
"2009","S01002101","5.0","Count",16
"2012","S01002101","5.0","Count",17
"2010","S01002101","5.0","Count",16
"2007","S01002101","5.0","Count",18
"2010","S01002101","6.0","Count",2
"2013","S01002101","6.0","Count",2
"2006","S01002101","6.0","Count",2
"2009","S01002101","6.0","Count",2
"2008","S01002101","6.0","Count",2
"2011","S01002101","6.0","Count",2
"2007","S01002101","6.0","Count",2
"2012","S01002101","6.0","Count",2
"2009","S01002101","7.0","Count",0
"2007","S01002101","7.0","Count",0
"2010","S01002101","7.0","Count",0
"2011","S01002101","7.0","Count",0
"2006","S01002101","7.0","Count",0
"2013","S01002101","7.0","Count",0
"2012","S01002101","7.0","Count",0
"2008","S01002101","7.0","Count",0
"2013","S01002101","8.0","Count",1
"2011","S01002101","8.0","Count",1
"2008","S01002101","8.0","Count",1
"2012","S01002101","8.0","Count",1
"2006","S01002101","8.0","Count",1
"2009","S01002101","8.0","Count",1
"2007","S01002101","8.0","Count",1
"2010","S01002101","8.0","Count",1
"2011","S01002101","9.0","Count",0
"2006","S01002101","9.0","Count",0
"2010","S01002101","9.0","Count",0
"2009","S01002101","9.0","Count",0
"2007","S01002101","9.0","Count",0
"2008","S01002101","9.0","Count",0
"2013","S01002101","9.0","Count",0
"2012","S01002101","9.0","Count",0
"2006","S01002101","Unknown","Count",1
"2007","S01002101","Unknown","Count",1
"2008","S01002101","Unknown","Count",1
"2009","S01002101","Unknown","Count",1
"2010","S01002101","Unknown","Count",1
"2011","S01002101","Unknown","Count",1
"2012","S01002101","Unknown","Count",1
"2013","S01002101","Unknown","Count",1
"2008","S01002101","1.0","Count",89
"2006","S01002101","1.0","Count",89
"2007","S01002101","1.0","Count",89
"2012","S01002101","1.0","Count",89
"2013","S01002101","1.0","Count",89
"2010","S01002101","1.0","Count",89
"2009","S01002101","1.0","Count",89
"2011","S01002101","1.0","Count",89
"2012","S01002101","2.0","Count",196
"2006","S01002101","2.0","Count",196
"2009","S01002101","2.0","Count",196
"2011","S01002101","2.0","Count",196
"2008","S01002101","2.0","Count",196
"2013","S01002101","2.0","Count",195
"2007","S01002101","2.0","Count",196
"2010","S01002101","2.0","Count",196
"2012","S01002101","3.0","Count",322
"2013","S01002101","3.0","Count",321
"2010","S01002101","3.0","Count",323
"2007","S01002101","3.0","Count",325
"2008","S01002101","3.0","Count",324
"2011","S01002101","3.0","Count",323
"2006","S01002101","3.0","Count",325
"2009","S01002101","3.0","Count",323
"2011","S01002101","4.0","Count",99
"2006","S01002101","4.0","Count",100
"2013","S01002101","4.0","Count",99
"2012","S01002101","4.0","Count",99
"2010","S01002101","4.0","Count",99
"2009","S01002101","4.0","Count",99
"2007","S01002101","4.0","Count",100
"2008","S01002101","4.0","Count",100
"2011","S01002101","10+","Ratio",0
"2012","S01002101","10+","Ratio",0
"2008","S01002101","10+","Ratio",0
"2009","S01002101","10+","Ratio",0
"2007","S01002101","10+","Ratio",0
"2010","S01002101","10+","Ratio",0
"2013","S01002101","10+","Ratio",0
"2006","S01002101","10+","Ratio",0
"2009","S01002101","1-3","Ratio","83.63"
"2013","S01002101","1-3","Ratio","83.56"
"2012","S01002101","1-3","Ratio","83.49"
"2007","S01002101","1-3","Ratio","83.33"
"2006","S01002101","1-3","Ratio","83.33"
"2011","S01002101","1-3","Ratio","83.52"
"2010","S01002101","1-3","Ratio","83.63"
"2008","S01002101","1-3","Ratio","83.42"
"2007","S01002101","4-6","Ratio","16.39"
"2010","S01002101","4-6","Ratio","16.09"
"2008","S01002101","4-6","Ratio","16.3"
"2011","S01002101","4-6","Ratio","16.21"
"2006","S01002101","4-6","Ratio","16.39"
"2012","S01002101","4-6","Ratio","16.23"
"2009","S01002101","4-6","Ratio","16.09"
"2013","S01002101","4-6","Ratio","16.16"
"2008","S01002101","7-9","Ratio","0.14"
"2007","S01002101","7-9","Ratio","0.14"
"2009","S01002101","7-9","Ratio","0.14"
"2013","S01002101","7-9","Ratio","0.14"
"2010","S01002101","7-9","Ratio","0.14"
"2011","S01002101","7-9","Ratio","0.14"
"2006","S01002101","7-9","Ratio","0.14"
"2012","S01002101","7-9","Ratio","0.14"
"2006","S01002101","Unknown","Ratio","0.14"
"2010","S01002101","Unknown","Ratio","0.14"
"2012","S01002101","Unknown","Ratio","0.14"
"2007","S01002101","Unknown","Ratio","0.14"
"2008","S01002101","Unknown","Ratio","0.14"
"2011","S01002101","Unknown","Ratio","0.14"
"2009","S01002101","Unknown","Ratio","0.14"
"2013","S01002101","Unknown","Ratio","0.14"
"2007","S01002102","Median","Count",3
"2008","S01002102","5.0","Count",1
"2013","S01002102","5.0","Count",1
"2006","S01002102","5.0","Count",1
"2011","S01002102","5.0","Count",1
"2009","S01002102","5.0","Count",1
"2012","S01002102","5.0","Count",1
"2010","S01002102","5.0","Count",1
"2007","S01002102","5.0","Count",1
"2010","S01002102","6.0","Count",2
"2013","S01002102","6.0","Count",2
"2006","S01002102","6.0","Count",2
"2009","S01002102","6.0","Count",2
"2008","S01002102","6.0","Count",2
"2011","S01002102","6.0","Count",2
"2007","S01002102","6.0","Count",2
"2012","S01002102","6.0","Count",2
"2009","S01002102","7.0","Count",0
"2007","S01002102","7.0","Count",0
"2010","S01002102","7.0","Count",0
"2011","S01002102","7.0","Count",0
"2006","S01002102","7.0","Count",0
"2013","S01002102","7.0","Count",0
"2012","S01002102","7.0","Count",0
"2008","S01002102","7.0","Count",0
"2013","S01002102","8.0","Count",0
"2011","S01002102","8.0","Count",0
"2008","S01002102","8.0","Count",0
"2012","S01002102","8.0","Count",0
"2006","S01002102","8.0","Count",0
"2009","S01002102","8.0","Count",0
"2007","S01002102","8.0","Count",0
"2010","S01002102","8.0","Count",0
"2011","S01002102","9.0","Count",0
"2006","S01002102","9.0","Count",0
"2010","S01002102","9.0","Count",0
"2009","S01002102","9.0","Count",0
"2007","S01002102","9.0","Count",0
"2008","S01002102","9.0","Count",0
"2013","S01002102","9.0","Count",0
"2012","S01002102","9.0","Count",0
"2006","S01002102","Unknown","Count",0
"2007","S01002102","Unknown","Count",0
"2008","S01002102","Unknown","Count",0
"2009","S01002102","Unknown","Count",0
"2010","S01002102","Unknown","Count",0
"2011","S01002102","Unknown","Count",0
"2012","S01002102","Unknown","Count",0
"2013","S01002102","Unknown","Count",0
"2008","S01002102","1.0","Count",0
"2006","S01002102","1.0","Count",0
"2007","S01002102","1.0","Count",0
"2012","S01002102","1.0","Count",0
"2013","S01002102","1.0","Count",0
"2010","S01002102","1.0","Count",0
"2009","S01002102","1.0","Count",0
"2011","S01002102","1.0","Count",0
"2012","S01002102","2.0","Count",77
"2006","S01002102","2.0","Count",77
"2009","S01002102","2.0","Count",77
"2011","S01002102","2.0","Count",77
"2008","S01002102","2.0","Count",77
"2013","S01002102","2.0","Count",77
